title,sline,eline,"group_concat(distinct concept separator ';')"
1,0,0,SimpleAssignmentExpression
11111,0,0,ClassDefinition;PublicClassSpecifier
11111,1,1,VoidDataType;StaticMethodSpecifier;PublicMethodSpecifier;MethodDefinition;FormalMethodParameter
AccessorMutatorDemo,0,0,ImportStatement
AccessorMutatorDemo,2,2,PublicClassSpecifier;ClassDefinition
AccessorMutatorDemo,4,4,PublicMethodSpecifier;FormalMethodParameter;MethodDefinition;StaticMethodSpecifier;VoidDataType
AccessorMutatorDemo,6,6,ConstructorCall;ActualMethodParameter;ObjectCreationStatement;SimpleAssignmentExpression
AccessorMutatorDemo,7,7,StringDataType;java.lang.System.out.print;ActualMethodParameter;StringLiteral
AccessorMutatorDemo,8,8,java.lang.System.out.println;ActualMethodParameter
AccessorMutatorDemo,10,10,SimpleAssignmentExpression;DoubleDataType;ObjectMethodInvocation
AccessorMutatorDemo,11,11,StringDataType;StringLiteral;java.lang.System.out.print;ActualMethodParameter
AccessorMutatorDemo,12,12,ActualMethodParameter;java.lang.System.out.println
AccessorMutatorDemo,14,14,java.lang.System.out.print;ActualMethodParameter;StringLiteral;StringDataType
AccessorMutatorDemo,15,15,java.lang.System.out.println;ActualMethodParameter
AccessorMutatorDemo,17,17,ObjectMethodInvocation;ActualMethodParameter
AccessorMutatorDemo,19,19,java.lang.System.out.print;ActualMethodParameter;StringDataType;StringLiteral
AccessorMutatorDemo,20,20,java.lang.System.out.println;ActualMethodParameter
arithmetic_v2,0,0,ClassDefinition
arithmetic_v2,1,1,StaticMethodSpecifier;PublicMethodSpecifier;MethodDefinition;FormalMethodParameter;VoidDataType
arithmetic_v2,2,2,AddExpression;SimpleAssignmentExpression;IntDataType
arithmetic_v2,3,3,java.lang.System.out.println;ActualMethodParameter
arithmetic_v2,4,4,SimpleAssignmentExpression;SubtractExpression
arithmetic_v2,5,5,java.lang.System.out.println;ActualMethodParameter
arithmetic_v2,6,6,MultiplyExpression;SimpleAssignmentExpression
arithmetic_v2,7,7,java.lang.System.out.println;ActualMethodParameter
arithmetic_v2,8,8,DivideExpression;SimpleAssignmentExpression
arithmetic_v2,9,9,ActualMethodParameter;java.lang.System.out.println
arithmetic_v2,10,10,SimpleAssignmentExpression;AddExpression
arithmetic_v2,11,11,ModulusExpression;SimpleAssignmentExpression
arithmetic_v2,12,12,ActualMethodParameter;java.lang.System.out.println
arraylist1_v2,0,0,ClassDefinition;PublicClassSpecifier
arraylist1_v2,2,2,StaticMethodSpecifier;MethodDefinition;PublicMethodSpecifier;VoidDataType;FormalMethodParameter
arraylist1_v2,4,4,java.util.ArrayList;SimpleAssignmentExpression;GenericObjectCreationStatement
arraylist1_v2,6,6,GenericObjectCreationStatement;SimpleAssignmentExpression;java.util.ArrayList
arraylist2_v2,0,0,java.util.ArrayList;ImportStatement
arraylist2_v2,1,1,ClassDefinition
arraylist2_v2,2,2,VoidDataType;StaticMethodSpecifier;PublicMethodSpecifier;MethodDefinition;FormalMethodParameter
arraylist2_v2,3,3,StringDataType;java.util.ArrayList;SimpleAssignmentExpression;GenericObjectCreationStatement
arraylist2_v2,4,4,StringLiteral;ActualMethodParameter;java.util.ArrayList.add;StringDataType
arraylist2_v2,5,5,StringLiteral;ActualMethodParameter;java.util.ArrayList.add;StringDataType
arraylist2_v2,6,6,ActualMethodParameter;java.util.ArrayList.add;StringDataType;StringLiteral
arraylist2_v2,7,7,ActualMethodParameter;StringDataType;java.util.ArrayList.add;StringLiteral
arraylist2_v2,8,8,StringDataType;java.util.ArrayList.add;StringLiteral;ActualMethodParameter
arraylist2_v2,9,9,StringLiteral;java.util.ArrayList.add;StringDataType;ActualMethodParameter
arraylist2_v2,10,10,StringDataType;StringLiteral;ActualMethodParameter;java.util.ArrayList.add
arraylist2_v2,11,11,java.util.ArrayList.size;StringAddition;StringDataType;StringLiteral;ActualMethodParameter;java.lang.System.out.println
arraylist2_v2,12,12,StringAddition;java.lang.System.out.println;ActualMethodParameter;StringDataType;StringLiteral
arraylist2_v2,13,13,java.util.ArrayList.remove;ActualMethodParameter;StringLiteral;StringDataType
arraylist2_v2,14,14,ActualMethodParameter;java.util.ArrayList.remove
arraylist2_v2,15,15,java.util.ArrayList.size;java.lang.System.out.println;ActualMethodParameter;StringLiteral;StringDataType;StringAddition
arraylist2_v2,16,16,StringAddition;StringDataType;StringLiteral;ActualMethodParameter;java.lang.System.out.println
arraylist2_v2,17,17,StringDataType;java.util.ArrayList.set;ActualMethodParameter;StringLiteral
arraylist2_v2,18,18,StringAddition;StringDataType;StringLiteral;ActualMethodParameter;java.lang.System.out.println
ArrayListTester,0,0,ImportStatement;java.util.ArrayList
ArrayListTester,1,1,ClassDefinition;PublicClassSpecifier
ArrayListTester,3,3,VoidDataType;MethodDefinition;StaticMethodSpecifier;PublicMethodSpecifier;FormalMethodParameter
ArrayListTester,5,5,GenericObjectCreationStatement;SimpleAssignmentExpression;java.util.ArrayList
ArrayListTester,6,6,java.util.ArrayList.add;ActualMethodParameter;ObjectCreationStatement;ConstructorCall
ArrayListTester,7,7,java.util.ArrayList.add;ObjectCreationStatement;ConstructorCall;ActualMethodParameter
ArrayListTester,8,8,ActualMethodParameter;java.util.ArrayList.add;ConstructorCall;ObjectCreationStatement
ArrayListTester,9,9,java.util.ArrayList.add;ActualMethodParameter;ConstructorCall;ObjectCreationStatement
ArrayListTester,10,10,java.util.ArrayList.remove;ActualMethodParameter
ArrayListTester,11,11,ActualMethodParameter;java.util.ArrayList.size;StringAddition;StringDataType;java.lang.System.out.println;StringLiteral
ArrayListTester,12,12,SimpleAssignmentExpression;ActualMethodParameter;java.util.ArrayList.get
ArrayListTester,13,13,StringLiteral;StringDataType;StringAddition;java.lang.System.out.println;ActualMethodParameter
ArrayListTester,13,14,ActualMethodParameter;java.lang.System.out.println
ArrayListTester,14,14,ObjectMethodInvocation
ArrayListTester,15,15,java.util.ArrayList.get;java.util.ArrayList.size;ActualMethodParameter;SubtractExpression;SimpleAssignmentExpression
ArrayListTester,16,16,StringLiteral;StringAddition;ActualMethodParameter;StringDataType;java.lang.System.out.println
ArrayListTester,16,17,java.lang.System.out.println;ActualMethodParameter
ArrayListTester,17,17,ObjectMethodInvocation
array_declaration_v2,0,0,ClassDefinition;PublicClassSpecifier
array_declaration_v2,2,2,FormalMethodParameter;MethodDefinition;VoidDataType;PublicMethodSpecifier;StaticMethodSpecifier
array_declaration_v2,4,4,ArrayCreationStatement;ArrayVariable;ArrayDataType;DoubleDataType;SimpleAssignmentExpression
array_declaration_v2,6,6,ArrayInitializer;ArrayVariable;ArrayInitializationStatement;SimpleAssignmentExpression;IntDataType
Bank,0,0,ImportStatement;java.util.ArrayList
Bank,2,2,ClassDefinition;PublicClassSpecifier
Bank,4,4,InstanceField;SimpleVariable;java.util.ArrayList;PrivateFieldSpecifier
Bank,6,6,ConstructorDefinition;PublicConstructorSpecifier
Bank,8,8,SimpleAssignmentExpression;GenericObjectCreationStatement
Bank,11,11,PublicMethodSpecifier;MethodDefinition;FormalMethodParameter;VoidDataType
Bank,13,13,java.util.ArrayList.add;ActualMethodParameter
Bank,16,16,MethodDefinition;PublicMethodSpecifier;DoubleDataType
Bank,18,18,DoubleDataType;SimpleAssignmentExpression
Bank,19,19,ForEachStatement
Bank,21,21,SimpleAssignmentExpression;AddExpression;ObjectMethodInvocation
Bank,23,23,ReturnStatement
Bank,26,26,IntDataType;DoubleDataType;PublicMethodSpecifier;MethodDefinition;FormalMethodParameter
Bank,28,28,SimpleAssignmentExpression;IntDataType
Bank,29,29,ForEachStatement
Bank,31,31,PostIncrementExpression;GreaterEqualExpression;IfStatement;ObjectMethodInvocation
Bank,33,33,ReturnStatement
Bank,36,36,IntDataType;PublicMethodSpecifier;MethodDefinition;FormalMethodParameter
Bank,38,38,ForEachStatement
Bank,40,40,ObjectMethodInvocation;EqualExpression
Bank,40,41,IfStatement
Bank,41,41,ReturnStatement
Bank,43,43,ReturnStatement
Bank,46,46,PublicMethodSpecifier;MethodDefinition
Bank,48,48,IfStatement;EqualExpression;ReturnStatement;java.util.ArrayList.size
Bank,49,49,SimpleAssignmentExpression;java.util.ArrayList.get;ActualMethodParameter
Bank,50,50,LessExpression;PostIncrementExpression;java.util.ArrayList.size;ForStatement;SimpleAssignmentExpression;IntDataType
Bank,52,52,ActualMethodParameter;SimpleAssignmentExpression;java.util.ArrayList.get
Bank,53,53,GreaterExpression;ObjectMethodInvocation
Bank,53,54,IfStatement
Bank,54,54,SimpleAssignmentExpression
Bank,56,56,ReturnStatement
BankAccountTester,0,0,ClassDefinition;PublicClassSpecifier
BankAccountTester,2,2,PublicMethodSpecifier;VoidDataType;StaticMethodSpecifier;MethodDefinition;FormalMethodParameter
BankAccountTester,4,4,ConstructorCall;ObjectCreationStatement;SimpleAssignmentExpression
BankAccountTester,5,5,ObjectMethodInvocation;ActualMethodParameter
BankAccountTester,6,6,ObjectMethodInvocation;ActualMethodParameter
BankAccountTester,7,7,java.lang.System.out.println;ObjectMethodInvocation;ActualMethodParameter
BankAccountTester,8,8,ActualMethodParameter;StringLiteral;StringDataType;java.lang.System.out.println
BankAccountTester,12,12,ClassDefinition;PublicClassSpecifier
BankAccountTester,14,14,InstanceField;SimpleVariable;DoubleDataType;PrivateFieldSpecifier
BankAccountTester,16,16,ConstructorDefinition;PublicConstructorSpecifier
BankAccountTester,18,18,SimpleAssignmentExpression
BankAccountTester,21,21,DoubleDataType;PublicConstructorSpecifier;ConstructorDefinition;FormalMethodParameter
BankAccountTester,23,23,SimpleAssignmentExpression
BankAccountTester,26,26,FormalMethodParameter;PublicMethodSpecifier;VoidDataType;DoubleDataType;MethodDefinition
BankAccountTester,28,28,AddExpression;SimpleAssignmentExpression
BankAccountTester,31,31,DoubleDataType;VoidDataType;PublicMethodSpecifier;MethodDefinition;FormalMethodParameter
BankAccountTester,33,33,SimpleAssignmentExpression;SubtractExpression
BankAccountTester,36,36,DoubleDataType;PublicMethodSpecifier;MethodDefinition
BankAccountTester,38,38,ReturnStatement
bbbb4,0,0,ClassDefinition;PublicClassSpecifier
Bicycle_v2,0,0,PublicClassSpecifier;ClassDefinition
Bicycle_v2,2,2,SimpleVariable;IntDataType;InstanceField;PrivateFieldSpecifier
Bicycle_v2,3,3,InstanceField;IntDataType;SimpleVariable;PrivateFieldSpecifier
Bicycle_v2,4,4,SimpleVariable;InstanceField;PrivateFieldSpecifier;IntDataType
Bicycle_v2,6,6,FormalMethodParameter;IntDataType;PublicConstructorSpecifier;ConstructorDefinition
Bicycle_v2,7,7,SimpleAssignmentExpression
Bicycle_v2,8,8,SimpleAssignmentExpression
Bicycle_v2,9,9,SimpleAssignmentExpression
Bicycle_v2,12,12,MethodDefinition;IntDataType;VoidDataType;PublicMethodSpecifier;FormalMethodParameter
Bicycle_v2,13,13,SimpleAssignmentExpression
Bicycle_v2,15,15,FormalMethodParameter;MethodDefinition;PublicMethodSpecifier;VoidDataType;IntDataType
Bicycle_v2,16,16,SimpleAssignmentExpression
Bicycle_v2,18,18,MethodDefinition;PublicMethodSpecifier;VoidDataType;IntDataType;FormalMethodParameter
Bicycle_v2,19,19,SubtractExpression;SimpleAssignmentExpression
Bicycle_v2,21,21,FormalMethodParameter;MethodDefinition;PublicMethodSpecifier;VoidDataType;IntDataType
Bicycle_v2,22,22,AddExpression;SimpleAssignmentExpression
boolean_declaration_v2,0,0,ClassDefinition;PublicClassSpecifier
boolean_declaration_v2,2,2,VoidDataType;PublicMethodSpecifier;MethodDefinition;FormalMethodParameter;StaticMethodSpecifier
boolean_declaration_v2,4,4,True;SimpleAssignmentExpression;BooleanDataType
boolean_declaration_v2,5,5,SimpleAssignmentExpression;False;BooleanDataType
boolean_expression_v2,0,0,PublicClassSpecifier;ClassDefinition
boolean_expression_v2,2,2,FormalMethodParameter;MethodDefinition;StaticMethodSpecifier;PublicMethodSpecifier;VoidDataType
boolean_expression_v2,4,4,SimpleVariable;BooleanDataType
boolean_expression_v2,5,5,SimpleAssignmentExpression;LessExpression
boolean_expression_v2,6,6,GreaterExpression;SimpleAssignmentExpression
boolean_operators_v2,0,0,ClassDefinition;PublicClassSpecifier
boolean_operators_v2,2,2,VoidDataType;PublicMethodSpecifier;StaticMethodSpecifier;MethodDefinition;FormalMethodParameter
boolean_operators_v2,4,4,True;SimpleAssignmentExpression;BooleanDataType
boolean_operators_v2,5,5,False;SimpleAssignmentExpression;BooleanDataType
boolean_operators_v2,7,7,java.lang.System.out.println;ActualMethodParameter;StringLiteral;StringDataType;StringAddition;OrExpression
boolean_operators_v2,8,8,AndExpression;StringAddition;StringDataType;StringLiteral;ActualMethodParameter;java.lang.System.out.println
boolean_operators_v2,9,9,StringDataType;NotExpression;StringAddition;StringLiteral;java.lang.System.out.println;ActualMethodParameter
CashRegisterConstantField,0,0,ClassDefinition;PublicClassSpecifier
CashRegisterConstantField,2,2,VoidDataType;PublicMethodSpecifier;MethodDefinition;FormalMethodParameter;StaticMethodSpecifier
CashRegisterConstantField,3,3,ObjectCreationStatement;ConstructorCall;SimpleAssignmentExpression
CashRegisterConstantField,4,4,ActualMethodParameter;ObjectMethodInvocation
CashRegisterConstantField,5,5,ObjectMethodInvocation;ActualMethodParameter
CashRegisterConstantField,6,6,ActualMethodParameter;ObjectMethodInvocation
CashRegisterConstantField,7,7,DoubleDataType;ObjectMethodInvocation;SimpleAssignmentExpression
CashRegisterConstantField,11,11,PublicClassSpecifier;ClassDefinition
CashRegisterConstantField,13,13,StaticFieldSpecifier;ClassField;PublicFieldSpecifier;ClassConstantInitializationStatement;DoubleDataType;SimpleAssignmentExpression;FinalFieldSpecifier
CashRegisterConstantField,14,14,FinalFieldSpecifier;StaticFieldSpecifier;PublicFieldSpecifier;DoubleDataType;ClassConstantInitializationStatement;SimpleAssignmentExpression;ClassField
CashRegisterConstantField,15,15,FinalFieldSpecifier;DoubleDataType;ClassConstantInitializationStatement;ClassField;StaticFieldSpecifier;PublicFieldSpecifier;SimpleAssignmentExpression
CashRegisterConstantField,16,16,PublicFieldSpecifier;ClassField;SimpleAssignmentExpression;DoubleDataType;ClassConstantInitializationStatement;FinalFieldSpecifier;StaticFieldSpecifier
CashRegisterConstantField,18,18,PrivateFieldSpecifier;InstanceField;DoubleDataType;SimpleVariable
CashRegisterConstantField,19,19,DoubleDataType;SimpleVariable;InstanceField;PrivateFieldSpecifier
CashRegisterConstantField,21,21,ConstructorDefinition;PublicConstructorSpecifier
CashRegisterConstantField,23,23,SimpleAssignmentExpression
CashRegisterConstantField,24,24,SimpleAssignmentExpression
CashRegisterConstantField,27,27,DoubleDataType;VoidDataType;FormalMethodParameter;PublicMethodSpecifier;MethodDefinition
CashRegisterConstantField,29,29,SimpleAssignmentExpression;AddExpression
CashRegisterConstantField,30,30,StringAddition;StringDataType;ActualMethodParameter;ObjectMethodInvocation;StringLiteral
CashRegisterConstantField,33,33,VoidDataType;IntDataType;FormalMethodParameter;PublicMethodSpecifier;MethodDefinition
CashRegisterConstantField,35,35,AddExpression;MultiplyExpression;SimpleAssignmentExpression
CashRegisterConstantField,36,36,MultiplyExpression;AddExpression
CashRegisterConstantField,39,39,DoubleDataType;PublicMethodSpecifier;MethodDefinition
CashRegisterConstantField,41,41,DoubleDataType;SimpleAssignmentExpression;SubtractExpression
CashRegisterConstantField,42,42,SimpleAssignmentExpression
CashRegisterConstantField,43,43,SimpleAssignmentExpression
CashRegisterConstantField,44,44,ReturnStatement
CashRegisterTester,0,0,PublicClassSpecifier;ClassDefinition
CashRegisterTester,2,2,FormalMethodParameter;MethodDefinition;StaticMethodSpecifier;PublicMethodSpecifier;VoidDataType
CashRegisterTester,4,4,SimpleAssignmentExpression;ConstructorCall;ObjectCreationStatement
CashRegisterTester,6,6,ActualMethodParameter;ObjectMethodInvocation
CashRegisterTester,7,7,ActualMethodParameter;ObjectMethodInvocation
CashRegisterTester,8,8,ObjectMethodInvocation;ActualMethodParameter
CashRegisterTester,10,10,SimpleAssignmentExpression;ObjectMethodInvocation;DoubleDataType
CashRegisterTester,12,12,java.lang.System.out.println;ActualMethodParameter
CashRegisterTester,13,13,ActualMethodParameter;StringLiteral;java.lang.System.out.println;StringDataType
CashRegisterTester,17,17,ClassDefinition;PublicClassSpecifier
CashRegisterTester,19,19,DoubleDataType;InstanceField;PrivateFieldSpecifier;SimpleVariable
CashRegisterTester,20,20,SimpleVariable;DoubleDataType;PrivateFieldSpecifier;InstanceField
CashRegisterTester,21,21,PrivateFieldSpecifier;SimpleVariable;DoubleDataType;InstanceField
CashRegisterTester,22,22,PrivateFieldSpecifier;DoubleDataType;SimpleVariable;InstanceField
CashRegisterTester,24,24,DoubleDataType;ConstructorDefinition;FormalMethodParameter;PublicConstructorSpecifier
CashRegisterTester,26,26,SimpleAssignmentExpression
CashRegisterTester,27,27,SimpleAssignmentExpression
CashRegisterTester,28,28,SimpleAssignmentExpression
CashRegisterTester,31,31,FormalMethodParameter;MethodDefinition;PublicMethodSpecifier;VoidDataType;DoubleDataType
CashRegisterTester,33,33,SimpleAssignmentExpression;AddExpression
CashRegisterTester,36,36,DoubleDataType;FormalMethodParameter;PublicMethodSpecifier;MethodDefinition;VoidDataType
CashRegisterTester,38,38,AddExpression;SimpleAssignmentExpression
CashRegisterTester,41,41,PublicMethodSpecifier;FormalMethodParameter;MethodDefinition;VoidDataType;DoubleDataType
CashRegisterTester,43,43,SimpleAssignmentExpression;AddExpression
CashRegisterTester,46,46,MethodDefinition;PublicMethodSpecifier;DoubleDataType
CashRegisterTester,48,48,ReturnStatement;MultiplyExpression;DivideExpression
CashRegisterTester,51,51,MethodDefinition;PublicMethodSpecifier;DoubleDataType
CashRegisterTester,53,53,SubtractExpression;SimpleAssignmentExpression;DoubleDataType
CashRegisterTester,54,54,SimpleAssignmentExpression
CashRegisterTester,55,55,SimpleAssignmentExpression
CashRegisterTester,56,56,ReturnStatement
comparison_operators_v2,0,0,ClassDefinition
comparison_operators_v2,1,1,MethodDefinition;VoidDataType;StaticMethodSpecifier;PublicMethodSpecifier;FormalMethodParameter
comparison_operators_v2,2,2,IntDataType;SimpleAssignmentExpression
comparison_operators_v2,3,3,SimpleAssignmentExpression;IntDataType
comparison_operators_v2,4,4,IfStatement;EqualExpression;java.lang.System.out.println;StringLiteral;StringDataType;ActualMethodParameter
comparison_operators_v2,5,5,java.lang.System.out.println;StringLiteral;IfStatement;NotEqualExpression;ActualMethodParameter;StringDataType
comparison_operators_v2,6,6,StringLiteral;IfStatement;GreaterExpression;java.lang.System.out.println;ActualMethodParameter;StringDataType
comparison_operators_v2,7,7,StringDataType;IfStatement;GreaterEqualExpression;ActualMethodParameter;java.lang.System.out.println;StringLiteral
comparison_operators_v2,8,8,StringDataType;IfStatement;LessExpression;java.lang.System.out.println;ActualMethodParameter;StringLiteral
comparison_operators_v2,9,9,StringLiteral;StringDataType;ActualMethodParameter;java.lang.System.out.println;LessEqualExpression;IfStatement
CompoundAssignment,0,0,ClassDefinition;PublicClassSpecifier
CompoundAssignment,1,1,PublicMethodSpecifier;VoidDataType;StaticMethodSpecifier;MethodDefinition;FormalMethodParameter
CompoundAssignment,3,3,IntDataType;SimpleAssignmentExpression
CompoundAssignment,4,4,AddAssignmentExpression
CompoundAssignment,5,5,ActualMethodParameter;java.lang.System.out.println
CompoundAssignment,7,7,SimpleAssignmentExpression
CompoundAssignment,9,9,java.lang.System.out.println;ActualMethodParameter
conditional_operators_v2,0,0,ClassDefinition
conditional_operators_v2,1,1,MethodDefinition;VoidDataType;FormalMethodParameter;PublicMethodSpecifier;StaticMethodSpecifier
conditional_operators_v2,2,2,IntDataType;SimpleAssignmentExpression
conditional_operators_v2,3,3,SimpleAssignmentExpression;IntDataType
conditional_operators_v2,4,4,StringLiteral;java.lang.System.out.println;IfStatement;EqualExpression;AndExpression;ActualMethodParameter;StringDataType
conditional_operators_v2,5,5,ActualMethodParameter;StringDataType;java.lang.System.out.println;OrExpression;EqualExpression;IfStatement;StringLiteral
Constants_v2,0,0,PublicClassSpecifier;ClassDefinition
Constants_v2,1,1,FormalMethodParameter;MethodDefinition;PublicMethodSpecifier;StaticMethodSpecifier;VoidDataType
Constants_v2,2,2,SimpleAssignmentExpression;IntDataType;ConstantInitializationStatement;Constant
Constants_v2,3,3,Constant;ConstantInitializationStatement;DoubleDataType;SimpleAssignmentExpression
Constants_v2,5,5,java.lang.System.out.println;ActualMethodParameter
Constants_v2,6,6,java.lang.System.out.println;ActualMethodParameter
constant_v2,0,0,ClassDefinition;PublicClassSpecifier
constant_v2,1,1,FormalMethodParameter;MethodDefinition;PublicMethodSpecifier;StaticMethodSpecifier;VoidDataType
constant_v2,2,2,ConstantInvocation;java.lang.System.out.println;Constant;ActualMethodParameter
constant_v2,3,3,ConstantInvocation;java.lang.System.out.println;ActualMethodParameter;Constant
ConstructorDemo,0,0,ImportStatement
ConstructorDemo,2,2,PublicClassSpecifier;ClassDefinition
ConstructorDemo,4,4,FormalMethodParameter;PublicMethodSpecifier;VoidDataType;StaticMethodSpecifier;MethodDefinition
ConstructorDemo,6,6,ActualMethodParameter;java.lang.System.out.println;ConstructorCall;ObjectCreationStatement
ConstructorDemo,8,8,ConstructorCall;ActualMethodParameter;ObjectCreationStatement;SimpleAssignmentExpression
ConstructorDemo,9,9,StringDataType;StringLiteral;ActualMethodParameter;java.lang.System.out.print
ConstructorDemo,10,10,java.lang.System.out.println;ActualMethodParameter
ConstructorDemo,12,12,SimpleAssignmentExpression;ObjectCreationStatement;ConstructorCall
ConstructorDemo,13,13,java.lang.System.out.print;ActualMethodParameter;StringLiteral;StringDataType
ConstructorDemo,14,14,java.lang.System.out.println;ActualMethodParameter
CopyDemo,0,0,ImportStatement
CopyDemo,2,2,PublicClassSpecifier;ClassDefinition
CopyDemo,4,4,FormalMethodParameter;MethodDefinition;PublicMethodSpecifier;StaticMethodSpecifier;VoidDataType
CopyDemo,7,7,ActualMethodParameter;ObjectCreationStatement;SimpleAssignmentExpression;ConstructorCall
CopyDemo,8,8,SimpleAssignmentExpression
CopyDemo,10,10,StringLiteral;java.lang.System.out.print;ActualMethodParameter;StringDataType
CopyDemo,11,11,ActualMethodParameter;java.lang.System.out.println
CopyDemo,12,12,java.lang.System.out.print;ActualMethodParameter;StringLiteral;StringDataType
CopyDemo,13,13,java.lang.System.out.println;ActualMethodParameter
CopyDemo,14,14,java.lang.System.out.println;ActualMethodParameter;StringLiteral;StringDataType
CopyDemo,15,15,ObjectMethodInvocation;ActualMethodParameter
CopyDemo,17,17,StringDataType;StringLiteral;ActualMethodParameter;java.lang.System.out.print
CopyDemo,18,18,java.lang.System.out.println;ActualMethodParameter
CopyDemo,19,19,StringLiteral;ActualMethodParameter;java.lang.System.out.print;StringDataType
CopyDemo,20,20,java.lang.System.out.println;ActualMethodParameter
CopyDemo,22,22,SimpleAssignmentExpression;IntDataType
CopyDemo,23,23,SimpleAssignmentExpression;IntDataType
CopyDemo,25,25,java.lang.System.out.print;StringDataType;StringLiteral;ActualMethodParameter
CopyDemo,26,26,java.lang.System.out.println;ActualMethodParameter
CopyDemo,27,27,StringLiteral;StringDataType;java.lang.System.out.print;ActualMethodParameter
CopyDemo,28,28,ActualMethodParameter;java.lang.System.out.println
CopyDemo,30,30,StringDataType;StringLiteral;ActualMethodParameter;java.lang.System.out.println
CopyDemo,31,31,SimpleAssignmentExpression
CopyDemo,33,33,java.lang.System.out.print;StringLiteral;StringDataType;ActualMethodParameter
CopyDemo,34,34,java.lang.System.out.println;ActualMethodParameter
CopyDemo,35,35,StringLiteral;java.lang.System.out.print;ActualMethodParameter;StringDataType
CopyDemo,36,36,ActualMethodParameter;java.lang.System.out.println
CounterDemo,0,0,ClassDefinition;PublicClassSpecifier
CounterDemo,2,2,PublicMethodSpecifier;StaticMethodSpecifier;FormalMethodParameter;VoidDataType;MethodDefinition
CounterDemo,4,4,ConstructorCall;ObjectCreationStatement;SimpleAssignmentExpression
CounterDemo,5,5,ObjectMethodInvocation
CounterDemo,6,6,ObjectMethodInvocation
CounterDemo,7,7,ObjectMethodInvocation;SimpleAssignmentExpression;IntDataType
CounterDemo,8,8,StringDataType;ActualMethodParameter;java.lang.System.out.print;StringLiteral
CounterDemo,9,9,ActualMethodParameter;java.lang.System.out.println
CounterDemo,13,13,ClassDefinition;PublicClassSpecifier
CounterDemo,15,15,PrivateFieldSpecifier;IntDataType;SimpleVariable;InstanceField
CounterDemo,17,17,IntDataType;PublicMethodSpecifier;MethodDefinition
CounterDemo,19,19,ReturnStatement
CounterDemo,22,22,MethodDefinition;PublicMethodSpecifier;VoidDataType
CounterDemo,24,24,SimpleAssignmentExpression;AddExpression
CounterDemo,27,27,MethodDefinition;VoidDataType;PublicMethodSpecifier
CounterDemo,29,29,SimpleAssignmentExpression
CreateObjectDemo_v2,0,0,ClassDefinition;PublicClassSpecifier
CreateObjectDemo_v2,1,1,FormalMethodParameter;VoidDataType;StaticMethodSpecifier;PublicMethodSpecifier;MethodDefinition
CreateObjectDemo_v2,3,3,ActualMethodParameter;SimpleAssignmentExpression;ConstructorCall;ObjectCreationStatement
CreateObjectDemo_v2,4,4,ActualMethodParameter;SimpleAssignmentExpression;ConstructorCall;ObjectCreationStatement
CreateObjectDemo_v2,5,5,ObjectCreationStatement;SimpleAssignmentExpression;ConstructorCall;ActualMethodParameter
CreateObjectDemo_v2,7,7,ObjectMethodInvocation;java.lang.System.out.println;StringAddition;ActualMethodParameter;StringDataType;StringLiteral
CreateObjectDemo_v2,8,8,StringDataType;ObjectMethodInvocation;StringAddition;java.lang.System.out.println;ActualMethodParameter;StringLiteral
CreateObjectDemo_v2,9,9,StringDataType;java.lang.System.out.println;StringAddition;ActualMethodParameter;StringLiteral;ObjectMethodInvocation
CreateObjectDemo_v2,11,11,ActualMethodParameter;ObjectMethodInvocation
CreateObjectDemo_v2,12,12,StringLiteral;StringAddition;ObjectMethodInvocation;StringDataType;ActualMethodParameter;java.lang.System.out.println
CreateObjectDemo_v2,13,13,ObjectMethodInvocation;StringAddition;StringDataType;StringLiteral;java.lang.System.out.println;ActualMethodParameter
CreateString_v2,0,0,PublicClassSpecifier;ClassDefinition
CreateString_v2,2,2,PublicMethodSpecifier;StaticMethodSpecifier;FormalMethodParameter;MethodDefinition;VoidDataType
CreateString_v2,4,4,SimpleVariable;StringDataType;StringVariable
CreateString_v2,5,5,StringLiteral;StringCreationStatement;SimpleAssignmentExpression;StringDataType;ActualMethodParameter;StringConstructorCall;StringVariable
CreateString_v2,6,6,StringDataType;StringLiteral;SimpleAssignmentExpression;StringVariable;StringInitializationStatement
create_2d_array_v2,0,0,PublicClassSpecifier;ClassDefinition
create_2d_array_v2,1,1,StaticMethodSpecifier;PublicMethodSpecifier;FormalMethodParameter;MethodDefinition;VoidDataType
create_2d_array_v2,2,2,ArrayVariable;SimpleAssignmentExpression;IntDataType;MultiDimensionalArrayDataType;ArrayCreationStatement
create_2d_array_v2,3,3,SimpleAssignmentExpression;IntDataType;ArrayElement
create_2d_array_v2,4,4,IntDataType;ArrayElement;SimpleAssignmentExpression
decisions1_v2,0,0,ClassDefinition
decisions1_v2,1,1,StaticMethodSpecifier;VoidDataType;PublicMethodSpecifier;MethodDefinition;FormalMethodParameter
decisions1_v2,3,3,IntDataType;SimpleAssignmentExpression
decisions1_v2,4,4,CharDataType;SimpleVariable
decisions1_v2,6,6,GreaterEqualExpression
decisions1_v2,6,16,IfElseIfStatement
decisions1_v2,7,7,SimpleAssignmentExpression
decisions1_v2,8,8,GreaterEqualExpression
decisions1_v2,8,16,IfElseIfStatement
decisions1_v2,9,9,SimpleAssignmentExpression
decisions1_v2,10,10,GreaterEqualExpression
decisions1_v2,10,16,IfElseIfStatement
decisions1_v2,11,11,SimpleAssignmentExpression
